input,query
"요한 무이는 “세상 어떠한 아동도 굶주려서는 안 되기 때문에 우리는 긴급한 도움이 필요한 사람들을 지원하고, 기아의 근본 원인을 해결하며, 전 세계적으로 식량 안보를 높이고, 아동과 지역주민, 지역 사회를 위한 보호 조치를 강화하기 위해 주요 이해 관계자들과 협력하고 있다”며 ""절망적인 상황임에도 불구하고 월드비전과 협력 기관들은 포기하지 않고 노력하고 있음에도 불구하고 더 많은 국제적인 도움과 관심이 절실하다. 이번 대지진 발생 6개월을 계기로 개인, 기업, 정부, 그리고 국제 NGO들이 복합적 위기에 놓인 시리아 주민과 아동들이 회복되도록 힘을 모으길 기대한다""고 말했다.","CREATE (a:요한_무이)
CREATE (b:세상)
CREATE (d:굶주려서)
CREATE (e:안_되기_때문에)
CREATE (f:우리)
CREATE (g:긴급한_도움)
CREATE (h:사람들)
CREATE (i:지원하고)
CREATE (j:기아의_근본_원인)
CREATE (k:해결하며)
CREATE (l:전_세계적으로)
CREATE (m:식량_안보)
CREATE (n:높이고)
CREATE (o:아동과 지역주민, 지역 사회)
CREATE (p:보호 조치)
CREATE (q:강화하기 위해)
CREATE (r:주요 이해 관계자들)
CREATE (s:협력하고 있다)
CREATE (t:절망적인 상황임에도)
CREATE (u:불구하고)
CREATE (v:월드비전과 협력 기관들)
CREATE (w:포기하지 않고)
CREATE (x:노력하고 있음에도)
CREATE (y:더 많은 국제적인 도움과 관심)
CREATE (z:절실하다)
CREATE (a)-[:말했다]->(z)
CREATE (a)-[:놓인 시리아 주민과 아동들이 회복되도록]->(y)
CREATE (a)-[:힘을 모으길 기대한다]->(x)
CREATE (a)-[:복합적 위기에 놓인]->(w)
CREATE (a)-[:포"
"한편 월드비전은 대지진 발생 직후부터 시리아와 튀르키예 내에서 긴급구호 활동을 펼쳤고 현재는 조기 복구에 한창이다. 월드비전이 시리아 이들리브, 알레포 그리고 튀르키예 ▲가지안테프, ▲아디야만, ▲킬리스, ▲산리우르파, ▲하타이주에서 지원한 이재민은 아동 53만명을 포함한 949,397명에 이른다. 월드비전은 7월 기준 현재까지 깨끗하고 안전한 식수 트럭 및 식수대를 547,006명에게 제공했으며, 다목적 재난지원금은 21,857명에게 지원, 간편식은 11,463명에게 제공했다. 또한 학교 및 임시 교육시설을 통해 34,517명에게 학습자료를 지원했으며, 32,603명에게 심리사회적 지원 키트를 제공했다.","CREATE (a:월드비전)
CREATE (b:시리아)
CREATE (c:튀르키예)
CREATE (d:이재민)
CREATE (e:아동)
CREATE (g:식수대)
CREATE (h:다목적_재난지원금)
CREATE (i:간편식)
CREATE (j:학교)
CREATE (k:임시_교육시설)
CREATE (l:학습자료)
CREATE (m:심리사회적_지원_키트)
CREATE (a)-[:펼쳤다]->(b)
CREATE (a)-[:지원했다]->(d)
CREATE (d)-[:포함]->(e)
CREATE (a)-[:제공했다]->(f)
CREATE (a)-[:제공했다]->(g)
CREATE (a)-[:지원했다]->(h)
CREATE (a)-[:제공했다]->(i)
CREATE (a)-[:지원했다]->(j)
CREATE (a)-[:지원했다]->(k)
CREATE (a)-[:제공했다]->(l)"
"또한 한국월드비전 역시 재난 발생 초기 긴급구호대응단을 급파하여 하타이 및 인근 지역에서 수요 조사 및 긴급구호물품을 전달했으며 외교부와 함께 튀르키예 정부에 긴급구호물자를 제공하고 튀르키예 대지진 민관합동조사단원으로 참여, 재건복구 기반을 마련하기 위해 다양한 이해관계자들과 협업했다.","CREATE (a:한국월드비전)
CREATE (b:재난_발생)
CREATE (c:긴급구호대응단)
CREATE (d:하타이_및_인근_지역)
CREATE (e:수요_조사_및_긴급구호물품_전달)
CREATE (f:외교부)
CREATE (g:튀르키예_정부)
CREATE (h:긴급구호물자_제공)
CREATE (i:튀르키예_대지진_민관합동조사단원)
CREATE (j:재건복구_기반_마련)
CREATE (k:이해관계자들과_협업)
CREATE (a)-[:재난_발생]->(b)
CREATE (a)-[:긴급구호대응단_급파]->(c)
CREATE (c)-[:하타이_및_인근_지역에서_수요_조사_및_긴급구호물품_전달]->(d)
CREATE (a)-[:외교부와_함께]->(f)
CREATE (f)-[:튀르키예_정부에_긴급구호물자_제공]->(g)
CREATE (g)-[:튀르키예_대지진_민관합동조사단원으로_참여]->(i)
CREATE (i)-[:재건복구_기반_마련]->(j)"
이와 관련해 이 대표는 “문제가 예상되면 대책을 세워야 하는데 실제 문제가 발생하니까 남 탓을 하고 있다”며 “각국 대표단의 조기 퇴영이 잇따르고 급기야 성범죄 의혹이 생기고 있는데 사건 축소에만 급급한 것 같다”고 비판했다.,"CREATE (a:이 {이름: '이 대표'})
CREATE (b:문제 {이름: '예상되는 문제'})
CREATE (c:대책 {이름: '대책'})
CREATE (d:실제 {이름: '실제 문제'})
CREATE (e:남 {이름: '남 탓'})
CREATE (f:각국 {이름: '각국 대표단'})
CREATE (g:조기 {이름: '조기 퇴영'})
CREATE (h:성범죄 {이름: '성범죄 의혹'})
CREATE (i:사건 {이름: '사건 축소'})
CREATE (a)-[:발생하다]->(d)
CREATE (a)-[:탓하다]->(e)
CREATE (f)-[:퇴영하다]->(g)
CREATE (h)-[:의혹이라고]->(i)"
"그러면서 “동계, 하계 올림픽과 월드컵을 성공적으로 개최한 대한민국이 어쩌다 이렇게 후진적인 모습으로 세계인들의 조롱거리가 됐는지 참으로 한탄스럽다”고 지적했다.","CREATE (a:대한민국)
CREATE (b:월드컵)
CREATE (c:올림픽)
CREATE (d:세계인들)
CREATE (e:조롱거리)
CREATE (a)-[:개최했다]->(b)
CREATE (a)-[:개최했다]->(c)
CREATE (d)-[:조롱거리가_됐다]->(e)"
"이 대표는 “국격이 더는 추락하지 않도록 정부가 총력 대응해야 한다”면서 “대회 운영을 책임질 수 있는 컨트롤타워를 조속하게 실질적으로 구성하고, 남은 일주일이라도 잼버리 대회를 잘 진행하기를 바란다”고 말했다.","CREATE (a:이_대표)
CREATE (b:국격)
CREATE (d:총력_대응)
CREATE (e:대회_운영)
CREATE (f:컨트롤타워)
CREATE (g:남은_일주일)
CREATE (h:잼버리_대회)
CREATE (a)-[:말했다]->(b)
CREATE (b)-[:추락하지_않도록]->(c)
CREATE (c)-[:총력_대응해야_한다]->(d)
CREATE (d)-[:대회_운영을_책임질_수_있는]->(e)
CREATE (e)-[:컨트롤타워를_조속하게_실질적으로]->(f)
CREATE (f)-[:남은_일주일이라도_잼버리_대회를_잘_진행하기를_바란다]->(g)"
"이 대표는 이어 “잼버리 대회는 박근혜 정부를 비롯해 역대 정부가 추진했던 국제 행사”라면서 “남 탓이 우리나라에서는 혹시 통할지 모르지만, 세계에서는 통하지 않는다는 사실을 기억하고 실효적 대안을 신속하게 만들어 집행하기를 다시 한번 촉구한다”고 덧붙였다.","CREATE (a:대표 {이름: '이 대표'})
CREATE (b:박근혜 {이름: '박근혜 정부'})
CREATE (c:국제행사 {이름: '잼버리 대회'})
CREATE (d:세계 {이름: '세계'})
CREATE (e:사실 {이름: '통하지 않는 사실'})
CREATE (f:대안 {이름: '실효적 대안'})
CREATE (a)-[:말했다]->(c)
CREATE (c)-[:추진했다]->(b)
CREATE (a)-[:기억하다]->(e)
CREATE (e)-[:촉구하다]->(f)"
"정청래 최고위원은 “잼버리 사태는 천재지변에 의한 우발적 사고 아닌 예고된 사고였다”며 “폭염과 해충, 각종 시설의 미비 등 1년 전부터 철저히 대비할 것 주문했지만 현 정부는 이를 외면하고 무사안일주의 빠져 있었다”고 지적했다.","CREATE (a:정청래 {이름: '정청래 최고위원'})
CREATE (b:사태 {이름: '잼버리 사태'})
CREATE (c:천재지변)
CREATE (d:우발적_사고)
CREATE (e:예고된_사고)
CREATE (f:폭염)
CREATE (h:시설의_미비)
CREATE (i:1년_전)
CREATE (j:철저히_대비)
CREATE (k:현_정부)
CREATE (l:이를_외면하고)
CREATE (m:무사안일주의)
CREATE (n:빠져_있었다)
CREATE (a)-[:발언했다 {에게: (b)}]->(e)
CREATE (b)-[:천재지변에 의한]->(c)
CREATE (c)-[:우발적 사고가 아닌]->(d)
CREATE (d)-[:예고된 사고였다]->(e)
CREATE (e)-[:폭염과 해충, 각종 시설의 미비 등]->(f)
CREATE (f)-[:1년 전부터 철저히 대비할 것 주문했지만]->(j)
CREATE (j)-[:현 정부가 이를 외면하고]->(l)
CREATE (l)-[:무사안일주의 빠져 있었다]->(m)
CREATE (m)-[:잼버리 사태에 대한 대응에 실패했다"
"그는 “윤석열 정권 출범 후 약 16개월 후 치러진 대회의 실패를 전 정부 탓만 하는데, 16개월간 도대체 뭘 하고 있었냐”며 “잼버리가 성공적이었다면 이게 다 문재인 정부 덕이라고 했겠냐. 잘 되면 내 공, 못되면 남 탓좀 그만 하라”고 지적했다.","CREATE (a:사람 {이름: '그'})
CREATE (b:정권 {이름: '윤석열 정권'})
CREATE (c:대회)
CREATE (d:전_정부)
CREATE (e:성공)
CREATE (f:문재인_정부)
CREATE (g:잼버리)
CREATE (a)-[:출범후]->(b)
CREATE (b)-[:실패]->(c)
CREATE (a)-[:전탓만_하다]->(d)
CREATE (a)-[:성공적이었다면]->(e)
CREATE (e)-[:덕이라고_했다]->(f)
CREATE (a)-[:잘되면]->(g)"
"고민정 최고위원도 “(지난해 국감에서) 배수 시설, 화장실, 급수대 등 이런 시설 문제점을 이미 지적했고 거기에 대해 김현숙 장관은 완료됐다고 말했다. 그리고 폭염 태풍 대책도 다 세워놨다고 호언장담했다”며 “그런데 지금 당장 폭염 대비책이 돼 있는 모습이냐”고 비판했다. 이어 “더 걱정인 건 태풍 카눈이 한반도 상륙할 거란 예측 나오고 있다”며 “이에 대해 철저하게 지금이라도 점검해야 할 것”이라고 강조했다.","CREATE (a:고민정 {이름: '고민정 최고위원'})
CREATE (b:김현숙 {이름: '김현숙 장관'})
CREATE (c:폭염 {이름: '폭염 태풍'})
CREATE (d:태풍 {이름: '태풍 카눈'})
CREATE (e:한반도 {이름: '한반도'})
CREATE (a)-[:지적했다]->(b)
CREATE (b)-[:완료됐다고_말했다]->(a)
CREATE (a)-[:호언장담했다]->(c)
CREATE (c)-[:돼_있는_모습이냐]->(a)
CREATE (a)-[:비판했다]->(c)
CREATE (c)-[:예측_나오고_있다]->(d)
CREATE (d)-[:점검해야_할_것]->(a)"
“어렸을 때부터 계속 아팠어요. 1살 때는 정말 뼈만 남아서 해골처럼 보였었죠. 분유는 너무 비싸서 구할 수가 없었는데 월드비전 영양 프로젝트를 통해서 치료와 영양식을 받을 수 있었습니다. 이제는 건강을 회복한 자이드를 보면 정말 기뻐요” – 자이드의 엄마 살람,"CREATE (a:자이드)
CREATE (b:엄마)
CREATE (a)-[:어렸을_때부터_계속_아팠어요]->(b)
CREATE (b)-[:분유_너무_비싸서_구할_수가_없었는데]->(c:월드비전 영양 프로젝트)
CREATE (c)-[:치료와_영양식_제공]->(a)
CREATE (a)-[:건강_회복]->(:None)"
국제구호개발 NGO 월드비전은 파괴적인 지진이 강타한 지 6개월이 지난 현재 시리아 북서부의 인도주의적 상황이 그 어느 때보다 심각하다고 경고했다.,"CREATE (a:월드비전)
CREATE (b:시리아)
CREATE (c:지진)
CREATE (d:인도주의적_상황)
CREATE (a)-[:파괴적인]->(c)
CREATE (c)-[:강타한]->(b)
CREATE (b)-[:지난]->(a)"
"요한 무이(Johan Mooij) 월드비전 시리아 대응 총책임자는 ""대지진이 시리아 북서부를 강타한지 반년이 지났다. 시리아 북서 지역의 450만 인구는 지속된 분쟁과 경제위기, 콜레라 발병, 그리고 혹독한 기후 상황으로 지속적인 고통을 겪고 있다""고 말했다. 이어 ""시리아 북서부에서 우려가 커지고 있는 것은 여전히 임시 대피소에 살고 있는 주민들이 늘어나고 있다는 점”이라며 “지진으로 집을 잃은 약 26만 5천명의 주민들은 여전히 임시대피소에서 생활하고 있는데 최근 폭염으로 텐트 내부 온도 상승함에 따라 화재가 발생하고 있다. 지난 7월 15일부터 17일까지 불과 3일 동안 40건 이상의 화재가 발생했으며 보고서에 따르면 2023년 현재까지 180건 이상의 화재 사건이 발생해 5명이 사망했고 220개 이상의 텐트가 파손됐다""고 전했다.","CREATE (a:요한_무이)
CREATE (b:월드비전)
CREATE (c:시리아)
CREATE (d:북서부)
CREATE (e:450만_인구)
CREATE (f:분쟁)
CREATE (g:경제위기)
CREATE (h:콜레라_발병)
CREATE (i:혹독한_기후)
CREATE (j:임시_대피소)
CREATE (k:주민)
CREATE (l:집)
CREATE (m:잃은)
CREATE (n:약_26만_5천명)
CREATE (o:임시대피소)
CREATE (p:텐트)
CREATE (s:7월_15일)
CREATE (t:17일)
CREATE (u:3일)
CREATE (v:40건)
CREATE (w:2023년)
CREATE (x:180건)
CREATE (y:5명)
CREATE (aa:220개)
CREATE (bb:파손)
CREATE (a)-[:월드비전_총책임자]->(b)
CREATE (c)-[:북서부_주민]->(d)
CREATE (e)-[:인구]->(c)
CREATE (f)-[:분쟁]->(c)
CREATE (g)-[:경제위기]->(c)
CREATE (h)-[:콜레라_발병]->(c)
CREATE (i)-[:혹독한_기후]->(c)
CREATE (j)-[:임시_대피소]->(k)
CREATE (k)-[:주민]->(l)
CREATE (l)-[:집]->(m)
CREATE (m)-[:잃은]->(n)
CREATE (n)-[:약_26만_5천명]->(o)"
"또한 월드비전은 시리아 북서부의 상황이 식량 배급 삭감으로 인해 점점 더 복잡해지고 있다고 우려를 표했다. 약 250만 명의 주민과 아동들은 심각한 기아 위험에 처해있으며, 이미 고조된 위기를 악화시키고 있다.","CREATE (a:월드비전)
CREATE (b:시리아 {이름: '북서부'})
CREATE (c:상황)
CREATE (d:식량_배급_삭감)
CREATE (e:주민 {숫자: 250만})
CREATE (f:아동)
CREATE (g:기아 위험)
CREATE (h:위기)
CREATE (a)-[:우려를 표했다]->(c)
CREATE (c)-[:복잡해지고 있다]->(b)
CREATE (b)-[:식량 배급 삭감으로]->(d)
CREATE (d)-[:점점 더 복잡해지고 있다]->(h)
CREATE (h)-[:고조된 위기를 악화시키고 있다]->(g)
CREATE (g)-[:처해있으며]->(e)
CREATE (e)-[:이미"
"식량 불안은 2015년 이후 50% 이상 증가하여 1,210만 명으로 추정되는 사람들에게 영향을 미치고 있다. 영양실조율은 사상 최고치를 기록하고 있으며, 임신·수유부 4명 중 1명이 급성 영양실조 상태이며, 일부 지역의 아동 4명 중 1명은 신체 발달 저해를 겪고 있다.","CREATE (a:식량_불안)
CREATE (b:2015년)
CREATE (c:1,210만 명)
CREATE (d:사람들)
CREATE (e:영양실조율)
CREATE (f:사상 최고치)
CREATE (g:임신·수유부)
CREATE (h:4명)
CREATE (i:1명)
CREATE (j:급성 영양실조)
CREATE (k:일부 지역)
CREATE (l:아동)
CREATE (m:4명)
CREATE (n:1명)
CREATE (o:신체 발달 저해)
CREATE (a)-[:이후]->(b)
CREATE (a)-[:증가]->(c)
CREATE (a)-[:영향]->(d)
CREATE (e)-[:사상 최고치]->(f)
CREATE (g)-[:4명 중 1명]->(h)
CREATE (h)-[:급성 영양실조]->(i)
CREATE (k)-[:일부 지역]->(l)
CREATE (l)-[:4명 중 1명]->(m)
CREATE (m)-[:신체 발달 저해"
"이처럼 심각한 상황에도 불구하고 53억 달러(한화 약 6조 9천2백여원)를 필요로 하는 2023년 인도주의적 대응 계획 중 현재까지 약 13%의 자금만 지원되고 있어, 월드비전을 비롯한 인도적 지원 기관들은 심각한 우려를 제기하고 있다.","CREATE (a:인도주의적_대응_계획)
CREATE (b:자금_지원)
CREATE (c:월드비전)
CREATE (d:인도적_지원_기관)
CREATE (a)-[:필요로_하는_금액]->(b)
CREATE (b)-[:지원되고_있어]->(c)"
"요한 무이는 “세상 어떠한 아동도 굶주려서는 안 되기 때문에 우리는 긴급한 도움이 필요한 사람들을 지원하고, 기아의 근본 원인을 해결하며, 전 세계적으로 식량 안보를 높이고, 아동과 지역주민, 지역 사회를 위한 보호 조치를 강화하기 위해 주요 이해 관계자들과 협력하고 있다”며 ""절망적인 상황임에도 불구하고 월드비전과 협력 기관들은 포기하지 않고 노력하고 있음에도 불구하고 더 많은 국제적인 도움과 관심이 절실하다. 이번 대지진 발생 6개월을 계기로 개인, 기업, 정부, 그리고 국제 NGO들이 복합적 위기에 놓인 시리아 주민과 아동들이 회복되도록 힘을 모으길 기대한다""고 말했다.","CREATE (a:요한_무이)
CREATE (b:세상)
CREATE (d:굶주려서)
CREATE (e:안_되기_때문에)
CREATE (f:우리)
CREATE (g:긴급한_도움)
CREATE (h:사람들)
CREATE (i:지원하고)
CREATE (j:기아의_근본_원인)
CREATE (k:해결하며)
CREATE (l:전_세계적으로)
CREATE (m:식량_안보)
CREATE (n:높이고)
CREATE (o:아동과 지역주민, 지역 사회)
CREATE (p:보호 조치)
CREATE (q:강화하기 위해)
CREATE (r:주요 이해 관계자들)
CREATE (s:협력하고 있다)
CREATE (t:절망적인 상황임에도)
CREATE (u:불구하고)
CREATE (v:월드비전과 협력 기관들)
CREATE (w:포기하지 않고)
CREATE (x:노력하고 있음에도)
CREATE (y:더 많은 국제적인 도움과 관심)
CREATE (z:절실하다)
CREATE (a)-[:말했다]->(z)
CREATE (a)-[:놓인 시리아 주민과 아동들이 회복되도록]->(y)
CREATE (a)-[:힘을 모으길 기대한다]->(x)
CREATE (a)-[:복합적 위기에 놓인]->(w)
CREATE (a)-[:포"
"한편 월드비전은 대지진 발생 직후부터 시리아와 튀르키예 내에서 긴급구호 활동을 펼쳤고 현재는 조기 복구에 한창이다. 월드비전이 시리아 이들리브, 알레포 그리고 튀르키예 ▲가지안테프, ▲아디야만, ▲킬리스, ▲산리우르파, ▲하타이주에서 지원한 이재민은 아동 53만명을 포함한 949,397명에 이른다. 월드비전은 7월 기준 현재까지 깨끗하고 안전한 식수 트럭 및 식수대를 547,006명에게 제공했으며, 다목적 재난지원금은 21,857명에게 지원, 간편식은 11,463명에게 제공했다. 또한 학교 및 임시 교육시설을 통해 34,517명에게 학습자료를 지원했으며, 32,603명에게 심리사회적 지원 키트를 제공했다.","CREATE (a:월드비전)
CREATE (b:시리아)
CREATE (c:튀르키예)
CREATE (d:이재민)
CREATE (e:아동)
CREATE (g:식수대)
CREATE (h:다목적_재난지원금)
CREATE (i:간편식)
CREATE (j:학교)
CREATE (k:임시_교육시설)
CREATE (l:학습자료)
CREATE (m:심리사회적_지원_키트)
CREATE (a)-[:펼쳤다]->(b)
CREATE (a)-[:지원했다]->(d)
CREATE (d)-[:포함]->(e)
CREATE (a)-[:제공했다]->(f)
CREATE (a)-[:제공했다]->(g)
CREATE (a)-[:지원했다]->(h)
CREATE (a)-[:제공했다]->(i)
CREATE (a)-[:지원했다]->(j)
CREATE (a)-[:지원했다]->(k)
CREATE (a)-[:제공했다]->(l)"
"또한 한국월드비전 역시 재난 발생 초기 긴급구호대응단을 급파하여 하타이 및 인근 지역에서 수요 조사 및 긴급구호물품을 전달했으며 외교부와 함께 튀르키예 정부에 긴급구호물자를 제공하고 튀르키예 대지진 민관합동조사단원으로 참여, 재건복구 기반을 마련하기 위해 다양한 이해관계자들과 협업했다.","CREATE (a:한국월드비전)
CREATE (b:재난_발생)
CREATE (c:긴급구호대응단)
CREATE (d:하타이_및_인근_지역)
CREATE (e:수요_조사_및_긴급구호물품_전달)
CREATE (f:외교부)
CREATE (g:튀르키예_정부)
CREATE (h:긴급구호물자_제공)
CREATE (i:튀르키예_대지진_민관합동조사단원)
CREATE (j:재건복구_기반_마련)
CREATE (k:이해관계자들과_협업)
CREATE (a)-[:재난_발생]->(b)
CREATE (a)-[:긴급구호대응단_급파]->(c)
CREATE (c)-[:하타이_및_인근_지역에서_수요_조사_및_긴급구호물품_전달]->(d)
CREATE (a)-[:외교부와_함께]->(f)
CREATE (f)-[:튀르키예_정부에_긴급구호물자_제공]->(g)
CREATE (g)-[:튀르키예_대지진_민관합동조사단원으로_참여]->(i)
CREATE (i)-[:재건복구_기반_마련]->(j)"
오늘부터 이틀간이 전력 수요 피크를 이룰 것으로 보인다. 이창양 산업통상자원부 장관은 7일 서울 마포구 중부발전 서울발전본부를 직업 찾아 전력설비 관리 현황을 점검하고 현장직원을 격려했다. 또 이번 주는 전 국민적으로 에너지 절감에 동참해 달라고 당부했다.,"CREATE (a:이번주)
CREATE (b:전력수요)
CREATE (c:이창양)
CREATE (d:산업통상자원부)
CREATE (e:장관)
CREATE (h:마포구)
CREATE (i:중부발전)
CREATE (j:서울발전본부)
CREATE (k:전력설비)
CREATE (l:관리)
CREATE (m:현장직원)
CREATE (n:격려)
CREATE (o:에너지절감)
CREATE (p:국민)
CREATE (a)-[:START]->(b)
CREATE (b)-[:PEAK]->(c)
CREATE (c)-[:MINISTER]->(d)
CREATE (d)-[:JOB]->(e)
CREATE (e)-[:CHECK]->(f)
CREATE (f)-[:LOCATION]->(g)
CREATE (g)-[:MANAGE]->(h)
CREATE (h)-[:PART]->(i)
CREATE (i)-[:JOIN]->(j)
CREATE (j)-[:INSPECTION]->(k)
CREATE (k)-[:ENCOURAGE]->(m)
CREATE (m)-[:MESSAGE]->(n)
CREATE (n)-[:ENERGY_SAVING]->(o)"
"이 장관은 설비점검 현황을 직접 보고받고, 발전소 운영을 통제하는 전기실·가스터빈이 가동 중인 지하발전소 등 주요시설을 시찰하며 전력 수급 상황을 살폈다.","CREATE (a:이_장관)
CREATE (b:설비점검_현황)
CREATE (c:발전소_운영)
CREATE (d:전기실·가스터빈)
CREATE (e:가동 중인 지하발전소)
CREATE (f:주요시설)
CREATE (g:전력 수급 상황)
CREATE (a)-[:직접 보고받고]->(b)
CREATE (c)-[:통제하는]->(d)
CREATE (d)-[:가동 중인]->(e)
CREATE (e)-[:시찰하며]->(f)
CREATE (f)-[:전력 수급 상황을 살폈다"
"이 장관은 ""이번 주 수요증가에 대비해 원전, 화력발전 등을 총동원하여 충분한 공급능력을 확보했으나 예상을 벗어난 폭염이나 피크시간대 태양광발전 변동성 등이 생길 수 있으므로 실시간으로 상황을 살피며 수급관리에 한치의 빈틈이 없도록 관리하겠다""고 밝혔다.","CREATE (a:이_장관)
CREATE (b:이번_주_수요증가)
CREATE (c:원전)
CREATE (d:화력발전)
CREATE (e:충분한_공급능력)
CREATE (f:예상을_벗어난_폭염)
CREATE (g:피크시간대_태양광발전_변동성)
CREATE (h:실시간으로_상황을_살피며)
CREATE (i:수급관리에_한치의_빈틈이_없도록)
CREATE (j:관리하겠다)
CREATE (a)-[:밝혔다]->(b)
CREATE (a)-[:대비해]->(c)
CREATE (a)-[:총동원하여]->(d)
CREATE (d)-[:충분한_공급능력을_확보했으나]->(e)
CREATE (e)-[:예상을_벗어난]->(f)
CREATE (f)-[:폭염이나]->(g)
CREATE (g)-[:피크시간대_태양광발전_변동성]->(h)
CREATE (h)-[:실시간으로_상황을_살피며]->(i)
CREATE (i)-[:수급관리에_한치의_빈틈이_없도록]->(j)"
"또 이 장관은 유관 기관에 ""전력 설비를 반복적으로 점검해 불시고장이 발생하지 않도록 미연에 방지하고, 폭염이 지속되는 상황에서 현장 근로자들의 온열질환 등 작업장 안전관리도 세심히 챙겨달라""고 당부했다.","CREATE (a:장관)
CREATE (b:유관기관)
CREATE (c:전력설비)
CREATE (d:불시고장)
CREATE (e:미연)
CREATE (g:현장근로자)
CREATE (h:온열질환)
CREATE (i:작업장안전관리)
CREATE (a)-[:당부했다]->(b)
CREATE (b)-[:점검해]->(c)
CREATE (c)-[:반복적으로]->(d)
CREATE (d)-[:발생하지_않도록]->(e)
CREATE (e)-[:미연에]->(f)
CREATE (f)-[:지속되는]->(g)
CREATE (g)-[:온열질환_등]->(h)"
"이어 국민에게도 ""수요를 결정하는 것은 결국 국민""이라며 ""이번주 만큼은 에너지 절감에 동참하고 일부 매장의 개문냉방을 자제해달라""고 요청했다.","CREATE (a:국민 {이름: '이어'})
CREATE (b:결정 {이름: '수요'})
CREATE (c:국민 {이름: '국민'})
CREATE (d:에너지 {이름: '에너지 절감'})
CREATE (e:매장 {이름: '매장'})
CREATE (f:개문냉방 {이름: '개문냉방'})
CREATE (a)-[:결정하다]->(b)
CREATE (b)-[:에너지_절감]->(d)
CREATE (d)-[:동참하다]->(c)
CREATE (c)-[:일부_매장_개문냉방_자제하다]->(e)"
"산업부는 기상청의 예보 등을 종합해 7일부터 8일 오후까지 전력 수요가 올 여름 최고치인 92.9GW(기가와트)까지 높아질 것이라고 보고 있다. 전력거래소는 이날 최대전력 발생 시간은 오후 5∼6시, 최대전력은 92.7GW로 예상하고 있다.","CREATE (a:산업부)
CREATE (b:기상청)
CREATE (c:예보)
CREATE (d:전력_수요)
CREATE (e:전력거래소)
CREATE (f:최대전력)
CREATE (g:시간)
CREATE (a)-[:종합해]->(c)
CREATE (c)-[:높아질_것이라고_보고_있다]->(d)
CREATE (d)-[:올_여름_최고치인]->(f)
CREATE (f)-[:발생_시간은]->(g)"
전력 공급 능력은 104GW가 확보된 상황이다. 지난달 말 고장으로 가동이 멈췄던 한빛원전 2호기가 지난 4일 원자력안전위원회의 재가동 승인에 따라 6일부터 정상 가동되면서 한숨 돌린 모양새다.,"CREATE (a:전력_공급_능력)
CREATE (b:한빛원전_2호기)
CREATE (c:고장)
CREATE (d:원자력안전위원회)
CREATE (e:재가동_승인)
CREATE (f:6일)
CREATE (a)-[:확보된_상황이다]->(b)
CREATE (b)-[:가동이_멈췄던]->(c)
CREATE (c)-[:고장으로]->(d)
CREATE (d)-[:재가동_승인]->(e)"
"피크시 92.9GW의 전력 수요에 대응하더라도 11GW 이상의 예비력이 남아있는 셈이다. 전력 경보 기준은 예비력 4.5GW 시 '관심'에서 시작해 3.5GW '주의', 2.5GW '경계', 1.5GW '심각'으로 격상된다.","CREATE (a:전력_수요 {이름: '피크시 92.9GW'})
CREATE (b:예비력 {이름: '11GW 이상'})
CREATE (a)-[:대응하다]->(b)
CREATE (b)-[:남아있다]->(:None)
CREATE (c:전력_경보_기준)
CREATE (c)-[:시작해]->(d:예비력 4.5GW)
CREATE (d)-[:주의]->(e:예비력 3.5GW)
CREATE (e)-[:경계]->(f:예비력 2.5GW)
CREATE (f)-[:심각]->(g:예비력 1.5GW)
CREATE (g)-[:격상된다]->("
전력 당국은 지난 6월 15일부터 여름철 대책 기간을 운영 중이다. 이번 주 피크에 대비해 사실상 비상 체제를 가동하고 있다.,"CREATE (a:전력_당국)
CREATE (b:여름철_대책_기간)
CREATE (a)-[:운영_중이다 {시간: '지난 6월 15일부터'}]->(b)
CREATE (b)-[:피크에_대비해 {에서: '이번 주'}]->(:비상 체제)"
"전북 부안군 새만금에서 열리고 있는 ‘제25회 세계스카우트잼버리’(잼버리)의 정상 진행을 위해 정부는 물론 재계·종교계까지 민관(民官)이 팔을 걷어붙인 상황에서, 여야가 며칠째 ‘네 탓 공방’ 수렁에 빠지고 있다.","CREATE (a:전북_부안군)
CREATE (b:새만금)
CREATE (c:제25회_세계스카우트잼버리)
CREATE (d:정부)
CREATE (f:종교계)
CREATE (g:민관)
CREATE (i:네_탓_공방)
CREATE (j:수렁)
CREATE (a)-[:위해]->(c)
CREATE (c)-[:정상_진행]->(d)
CREATE (d)-[:민관]->(g)
CREATE (g)-[:팔을_걷어붙인]->(e)
CREATE (e)-[:며칠째]->(f)
CREATE (f)-[:빠지고_있다]->(h)
CREATE (h)-[:네_탓_공방]->(i)"
